PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,year,year_str
Al Harrington,IND,78,24.3,7.5,3.1,7.0,44.4,0.0,0.1,14.3,1.3,2.0,65.6,1.5,3.4,4.9,1.7,0.8,0.2,1.9,8.6,2000-01-01,2000
Vitaly Potapenko,BOS,82,23.2,7.5,3.0,6.4,47.6,0.0,0.0,0.0,1.4,1.9,72.8,2.5,3.5,6.0,0.8,0.6,0.3,1.3,10.0,2000-01-01,2000
Danny Manning,UTA,82,15.9,7.4,3.0,6.1,49.4,0.1,0.3,25.0,1.2,1.7,72.9,0.8,1.8,2.6,1.1,0.6,0.4,1.2,7.3,2000-01-01,2000
Bo Outlaw,ORL,80,31.7,7.3,2.8,4.6,61.4,0.0,0.0,50.0,1.6,2.8,57.3,2.6,5.1,7.7,2.8,1.3,1.7,1.8,16.1,2000-01-01,2000
Bobby Jackson,SAC,79,20.9,7.2,2.9,6.7,43.9,0.5,1.3,37.5,0.8,1.1,73.9,0.9,2.2,3.1,2.0,1.1,0.1,1.3,8.2,2000-01-01,2000
Terry Porter,SAS,80,21.0,7.2,2.5,5.5,44.8,1.1,2.6,42.4,1.2,1.5,79.3,0.3,2.2,2.5,3.1,0.7,0.1,1.3,9.0,2000-01-01,2000
Dale Davis,POR,81,26.7,7.2,3.0,6.0,49.7,0.0,0.0,0.0,1.2,1.9,63.2,2.9,4.6,7.5,1.3,0.5,0.9,0.8,12.9,2000-01-01,2000
Jason Caffey,MIL,70,20.9,7.1,2.6,5.2,48.8,0.0,0.0,0.0,2.0,3.0,67.3,1.9,3.1,5.0,0.8,0.5,0.4,1.1,9.1,2000-01-01,2000
Kenny Thomas,HOU,74,24.6,7.1,2.8,6.3,44.3,0.3,1.2,27.2,1.2,1.7,72.2,1.6,4.0,5.6,1.0,0.5,0.6,1.6,9.4,2000-01-01,2000
Shawn Bradley,DAL,82,24.4,7.1,2.7,5.5,49.0,0.0,0.1,16.7,1.7,2.2,78.7,2.0,5.5,7.4,0.5,0.4,2.8,1.1,13.8,2000-01-01,2000
Moochie Norris,HOU,82,20.2,6.6,2.2,5.0,44.6,0.3,1.1,28.1,1.8,2.4,77.8,0.5,1.9,2.4,3.5,0.8,0.0,1.3,8.7,2000-01-01,2000
Eric Williams,BOS,81,21.5,6.6,2.0,5.5,36.2,0.6,1.7,33.1,2.0,2.9,71.4,0.8,1.8,2.6,1.4,0.8,0.2,0.9,6.2,2000-01-01,2000
Damon Jones,VAN,71,19.9,6.5,2.4,5.9,40.9,1.2,3.3,36.4,0.5,0.7,71.2,0.2,1.5,1.7,3.2,0.5,0.0,1.1,7.2,2000-01-01,2000
Robert Pack,DEN,74,17.0,6.5,2.4,5.8,42.5,0.2,0.4,38.7,1.4,1.9,76.6,0.4,1.4,1.9,4.0,0.9,0.0,1.8,7.6,2000-01-01,2000
Scot Pollard,SAC,77,21.5,6.5,2.4,5.1,46.8,0.0,0.0,0.0,1.7,2.2,74.9,2.2,3.8,6.0,0.6,0.6,1.3,0.9,10.9,2000-01-01,2000
Ben Wallace,DET,80,34.5,6.4,2.7,5.5,49.0,0.0,0.1,25.0,1.0,3.0,33.6,3.8,9.4,13.2,1.5,1.3,2.3,1.5,18.5,2000-01-01,2000
Anthony Carter,MIA,72,22.6,6.4,2.7,6.7,40.6,0.1,0.6,15.0,0.9,1.4,63.1,0.6,1.9,2.5,3.7,1.0,0.1,1.7,7.6,2000-01-01,2000
Michael Doleac,ORL,77,18.2,6.4,2.9,6.8,41.7,0.0,0.0,0.0,0.6,0.8,84.7,0.9,2.6,3.5,0.8,0.5,0.5,0.8,6.9,2000-01-01,2000
Jacque Vaughn,UTA,82,19.8,6.1,2.1,4.8,43.3,0.4,1.0,38.5,1.6,2.0,78.0,0.2,1.6,1.8,3.9,0.6,0.0,1.6,7.7,2000-01-01,2000
Dell Curry,TOR,71,13.5,6.0,2.3,5.4,42.4,0.9,2.0,42.8,0.6,0.7,84.3,0.2,1.0,1.2,1.1,0.4,0.1,0.5,5.0,2000-01-01,2000
Desmond Mason,SEA,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,6.5,2000-01-01,2000
Keyon Dooling,LAC,76,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35.0,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.3,2000-01-01,2000
Robert Traylor,CLE,70,17.3,5.7,2.3,4.6,49.7,0.0,0.0,0.0,1.1,2.0,56.7,1.8,2.5,4.3,0.9,0.7,1.1,1.4,8.1,2000-01-01,2000
Danny Ferry,SAS,80,21.1,5.6,2.2,4.7,47.5,0.9,2.0,44.9,0.3,0.4,73.3,0.7,2.1,2.8,0.9,0.4,0.3,0.6,6.7,2000-01-01,2000
Sean Rooks,LAC,82,18.9,5.4,2.1,4.8,42.8,0.0,0.0,50.0,1.3,1.7,74.8,1.1,2.6,3.7,0.9,0.4,0.8,0.9,7.2,2000-01-01,2000
Mateen Cleaves,DET,78,16.3,5.4,2.1,5.1,40.0,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0.0,1.8,5.0,2000-01-01,2000
Olden Polynice,UTA,81,20.0,5.3,2.5,5.1,49.6,0.0,0.0,0.0,0.2,0.8,26.2,1.9,2.7,4.7,0.4,0.3,1.0,1.0,7.5,2000-01-01,2000
Hedo Turkoglu,SAC,74,16.8,5.3,1.9,4.5,41.2,0.4,1.2,32.6,1.2,1.5,77.7,0.7,2.2,2.8,0.9,0.7,0.3,0.7,6.3,2000-01-01,2000
Brian Shaw,LAL,80,22.9,5.3,2.1,5.1,39.9,0.5,1.7,31.1,0.6,0.8,79.7,0.6,3.2,3.8,3.2,0.6,0.3,1.2,8.8,2000-01-01,2000
Robert Horry,LAL,79,20.1,5.2,1.9,4.8,38.7,0.7,2.0,34.6,0.7,1.1,71.1,1.2,2.6,3.7,1.6,0.7,0.7,1.0,7.6,2000-01-01,2000
DerMarr Johnson,ATL,78,16.8,5.1,1.9,5.0,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,4.5,2000-01-01,2000
Monty Williams,ORL,82,14.8,5.0,2.0,4.4,44.5,0.0,0.2,7.7,1.0,1.6,63.9,1.0,1.9,3.0,1.0,0.4,0.2,1.0,5.4,2000-01-01,2000
Stromile Swift,VAN,80,16.4,4.9,1.9,4.2,45.1,0.0,0.1,0.0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1.0,0.8,6.8,2000-01-01,2000
Troy Hudson,ORL,75,13.4,4.8,1.7,5.0,33.6,0.3,1.5,20.2,1.1,1.4,81.7,0.5,0.9,1.4,2.2,0.5,0.0,1.2,4.1,2000-01-01,2000
Chris Childs,TOR,77,24.1,4.7,1.8,4.4,40.3,0.4,1.4,30.2,0.8,0.9,84.5,0.3,2.3,2.6,4.6,0.8,0.2,2.0,8.1,2000-01-01,2000
Jamaal Magloire,CHH,74,14.8,4.6,1.6,3.7,45.0,0.0,0.0,0.0,1.3,2.0,65.5,1.4,2.6,4.0,0.4,0.2,1.1,0.8,6.7,2000-01-01,2000
Jelani McCoy,SEA,70,16.3,4.5,2.0,3.8,52.3,0.0,0.0,0.0,0.6,1.3,44.1,1.3,2.3,3.6,0.8,0.3,0.7,1.1,6.3,2000-01-01,2000
Rasho Nesterovic,MIN,73,16.9,4.5,2.0,4.4,46.1,0.0,0.0,0.0,0.5,0.9,52.3,1.4,2.6,3.9,0.6,0.3,0.9,0.8,6.7,2000-01-01,2000
Greg Ostertag,UTA,81,18.4,4.5,1.7,3.5,49.5,0.0,0.0,50.0,1.0,1.9,55.6,2.0,3.1,5.1,0.3,0.3,1.8,0.8,8.5,2000-01-01,2000
A.C. Green,MIA,82,17.2,4.5,1.8,4.0,44.4,0.0,0.1,0.0,1.0,1.4,71.2,1.3,2.5,3.8,0.5,0.4,0.1,0.5,6.1,2000-01-01,2000
Mikki Moore,DET,81,14.2,4.4,1.6,3.3,49.3,0.0,0.0,0.0,1.2,1.6,73.1,1.5,2.4,3.9,0.4,0.3,0.8,0.9,6.8,2000-01-01,2000
Hanno Mottola,ATL,73,13.5,4.4,1.7,3.8,44.4,0.0,0.0,0.0,1.0,1.2,81.1,0.7,1.7,2.4,0.3,0.2,0.1,0.9,4.1,2000-01-01,2000
Michael Smith,WAS,79,20.4,3.8,1.3,2.8,48.6,0.0,0.0,0.0,1.1,1.9,57.8,2.2,4.9,7.1,1.3,0.7,0.5,0.8,10.4,2000-01-01,2000
Jeff Foster,IND,71,16.2,3.5,1.4,3.0,46.9,0.0,0.1,28.6,0.7,1.3,51.6,2.0,3.5,5.5,0.5,0.5,0.4,0.7,7.5,2000-01-01,2000
Sam Mitchell,MIN,82,12.0,3.5,1.4,3.5,40.8,0.1,0.5,20.9,0.5,0.7,72.7,0.3,1.2,1.5,0.7,0.3,0.1,0.4,3.4,2000-01-01,2000
Evan Eschmeyer,NJN,74,18.0,3.4,1.2,2.7,46.0,0.0,0.0,0.0,0.9,1.4,65.7,1.8,3.1,4.9,0.5,0.6,0.8,0.7,7.6,2000-01-01,2000
Ervin Johnson,MIL,82,24.2,3.2,1.3,2.4,54.5,0.0,0.0,0.0,0.6,1.1,53.8,2.5,5.0,7.5,0.5,0.5,1.2,0.6,10.7,2000-01-01,2000
Kevin Ollie,PHI,70,13.2,3.1,1.1,2.7,39.6,0.0,0.0,33.3,0.9,1.3,70.8,0.2,1.1,1.4,2.1,0.4,0.0,0.7,4.2,2000-01-01,2000
Dean Garrett,MIN,70,11.9,2.5,1.1,2.2,48.1,0.0,0.0,0.0,0.4,0.6,69.2,0.9,2.2,3.1,0.3,0.4,0.7,0.4,5.4,2000-01-01,2000
Mark Madsen,LAL,70,9.2,2.0,0.8,1.6,48.7,0.0,0.0,100.0,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,3.3,2000-01-01,2000
Allen Iverson,PHI,60,43.7,31.4,11.1,27.8,39.8,1.3,4.5,29.1,7.9,9.8,81.2,0.7,3.8,4.5,5.5,2.8,0.2,4.0,21.9,2001-01-01,2001
Shaquille O'Neal,LAL,67,36.1,27.2,10.6,18.3,57.9,0.0,0.0,0.0,5.9,10.7,55.5,3.5,7.2,10.7,3.0,0.6,2.0,2.6,28.5,2001-01-01,2001
Paul Pierce,BOS,82,40.2,26.1,8.6,19.5,44.2,2.6,6.3,40.4,6.3,7.8,80.9,1.0,5.9,6.9,3.2,1.9,1.0,2.9,23.9,2001-01-01,2001
Tracy McGrady,ORL,76,38.3,25.6,9.4,20.9,45.1,1.4,3.7,36.4,5.5,7.3,74.8,2.0,5.9,7.9,5.3,1.6,1.0,2.5,25.5,2001-01-01,2001
Tim Duncan,SAS,82,40.6,25.5,9.3,18.3,50.8,0.0,0.1,10.0,6.8,8.5,79.9,3.3,9.4,12.7,3.7,0.7,2.5,3.2,31.2,2001-01-01,2001
Kobe Bryant,LAL,80,38.3,25.2,9.4,20.0,46.9,0.4,1.7,25.0,6.1,7.4,82.9,1.4,4.1,5.5,5.5,1.5,0.4,2.8,23.5,2001-01-01,2001
Vince Carter,TOR,60,39.8,24.7,9.3,21.8,42.8,2.0,5.2,38.7,4.1,5.1,79.8,2.3,2.9,5.2,4.0,1.6,0.7,2.6,20.2,2001-01-01,2001
Dirk Nowitzki,DAL,76,38.0,23.4,7.9,16.6,47.7,1.8,4.6,39.7,5.8,6.8,85.3,1.6,8.4,9.9,2.4,1.1,1.0,1.9,26.3,2001-01-01,2001
Karl Malone,UTA,80,38.0,22.4,7.9,17.5,45.4,0.1,0.3,36.0,6.4,8.0,79.7,1.8,6.8,8.6,4.3,1.9,0.7,3.3,23.4,2001-01-01,2001
Antoine Walker,BOS,81,42.0,22.1,8.2,20.9,39.4,2.7,8.0,34.4,3.0,4.0,74.1,1.9,7.0,8.8,5.0,1.5,0.5,3.1,21.2,2001-01-01,2001
Gary Payton,SEA,82,40.2,22.1,9.0,19.2,46.7,0.9,2.9,31.4,3.3,4.1,79.7,1.0,3.9,4.8,9.0,1.6,0.3,2.5,24.2,2001-01-01,2001
Ray Allen,MIL,69,36.6,21.8,7.7,16.6,46.2,3.3,7.7,43.4,3.1,3.6,87.3,1.2,3.3,4.5,3.9,1.3,0.3,2.3,20.1,2001-01-01,2001
Cuttino Mobley,HOU,74,42.1,21.7,8.0,18.4,43.8,2.0,5.1,39.5,3.6,4.2,85.0,0.9,3.2,4.1,2.5,1.5,0.5,2.4,16.9,2001-01-01,2001
Jerry Stackhouse,DET,76,35.3,21.4,6.9,17.4,39.7,1.1,3.9,28.7,6.5,7.6,85.8,1.0,3.1,4.1,5.3,1.0,0.5,3.5,17.3,2001-01-01,2001
Shareef Abdur-Rahim,ATL,77,38.7,21.2,7.8,16.8,46.1,0.3,0.9,30.0,5.4,6.8,80.1,2.6,6.5,9.0,3.1,1.3,1.1,3.2,22.0,2001-01-01,2001
Peja Stojakovic,SAC,71,37.3,21.2,7.7,15.9,48.4,1.8,4.4,41.6,4.0,4.5,87.6,1.0,4.2,5.3,2.5,1.1,0.2,2.0,19.5,2001-01-01,2001
Kevin Garnett,MIN,81,39.2,21.2,8.1,17.3,47.0,0.5,1.4,31.9,4.4,5.5,80.1,3.0,9.1,12.1,5.2,1.2,1.6,2.8,28.1,2001-01-01,2001
Michael Finley,DAL,69,39.9,20.6,8.2,17.8,46.3,1.1,3.2,33.9,3.0,3.6,83.7,1.3,3.9,5.2,3.3,0.9,0.4,1.7,18.7,2001-01-01,2001
Jalen Rose,CHI,83,38.0,20.4,8.0,17.6,45.5,1.1,3.0,36.2,3.4,4.0,83.9,0.5,4.0,4.5,4.3,0.9,0.5,2.4,18.0,2001-01-01,2001
Stephon Marbury,PHX,82,38.9,20.4,7.6,17.2,44.2,0.9,3.0,28.6,4.3,5.5,78.1,0.9,2.3,3.2,8.1,0.9,0.2,3.5,18.6,2001-01-01,2001
Allan Houston,NYK,77,37.9,20.4,7.4,16.9,43.7,1.8,4.5,39.3,3.8,4.4,87.0,0.5,2.8,3.3,2.5,0.7,0.1,2.2,14.6,2001-01-01,2001
Antawn Jamison,GSW,82,37.0,19.7,7.5,16.8,44.7,0.8,2.6,32.4,3.9,5.4,73.4,2.6,4.2,6.8,2.0,0.9,0.5,2.0,17.2,2001-01-01,2001
Sam Cassell,MIL,74,35.2,19.7,7.5,16.2,46.3,1.0,2.8,34.8,3.8,4.4,86.0,0.7,3.5,4.2,6.7,1.2,0.2,2.4,20.3,2001-01-01,2001
Latrell Sprewell,NYK,81,41.1,19.4,7.1,17.5,40.4,1.8,5.0,36.0,3.5,4.3,82.1,0.7,3.0,3.7,3.9,1.2,0.2,2.8,14.4,2001-01-01,2001
Jason Terry,ATL,78,38.1,19.3,6.7,15.6,43.0,2.2,5.7,38.7,3.6,4.4,83.5,0.5,2.9,3.5,5.7,1.8,0.2,2.3,18.5,2001-01-01,2001
Rasheed Wallace,POR,79,37.5,19.3,7.6,16.3,46.9,1.4,4.0,36.0,2.5,3.5,73.4,1.7,6.4,8.2,1.9,1.3,1.3,1.7,20.7,2001-01-01,2001
Shawn Marion,PHX,81,38.4,19.1,8.1,17.2,46.9,0.6,1.5,39.3,2.4,2.8,84.5,2.6,7.3,9.9,2.0,1.8,1.1,1.8,22.6,2001-01-01,2001
Jermaine O'Neal,IND,72,37.6,19.0,7.5,15.7,47.9,0.0,0.2,7.1,3.9,5.7,68.8,2.6,7.9,10.5,1.6,0.6,2.3,2.4,21.7,2001-01-01,2001
Wally Szczerbiak,MIN,82,38.1,18.7,7.4,14.6,50.8,1.1,2.3,45.5,2.8,3.3,83.1,1.5,3.3,4.8,3.1,0.8,0.3,2.2,17.7,2001-01-01,2001
Nick Van Exel,DAL,72,34.7,18.4,7.0,17.0,40.9,1.7,4.9,34.0,2.8,3.5,80.1,0.4,3.1,3.5,6.6,0.6,0.2,2.2,16.4,2001-01-01,2001
Eddie Jones,MIA,81,39.0,18.3,6.4,14.8,43.2,1.8,4.7,39.0,3.7,4.4,83.7,0.8,3.9,4.7,3.2,1.4,1.0,1.8,17.6,2001-01-01,2001
Elton Brand,LAC,80,37.7,18.2,6.7,12.6,52.7,0.0,0.0,0.0,4.9,6.6,74.2,5.0,6.6,11.6,2.4,1.0,2.0,2.2,25.3,2001-01-01,2001
Baron Davis,CHH,82,40.5,18.1,6.8,16.4,41.7,2.1,5.8,35.6,2.4,4.1,58.0,1.1,3.1,4.3,8.5,2.1,0.6,3.0,19.3,2001-01-01,2001
Steve Nash,DAL,82,34.6,17.9,6.4,13.3,48.3,1.9,4.2,45.5,3.2,3.6,88.7,0.6,2.5,3.1,7.7,0.6,0.0,2.8,19.3,2001-01-01,2001
Pau Gasol,MEM,82,36.7,17.6,6.7,13.0,51.8,0.0,0.1,20.0,4.1,5.8,70.9,2.9,6.0,8.9,2.7,0.5,2.1,2.7,21.1,2001-01-01,2001
Bonzi Wells,POR,74,31.8,17.0,6.6,14.0,46.9,0.9,2.3,38.4,2.9,3.9,74.1,1.6,4.4,6.0,2.8,1.5,0.3,2.6,16.5,2001-01-01,2001
Rashard Lewis,SEA,71,36.4,16.8,6.4,13.7,46.8,1.7,4.5,38.9,2.3,2.8,81.0,2.0,5.1,7.0,1.7,1.5,0.6,1.4,18.4,2001-01-01,2001
Lamond Murray,CLE,71,32.5,16.6,6.1,13.9,43.6,1.4,3.4,42.4,3.0,3.7,81.7,1.1,4.1,5.2,2.2,1.0,0.6,2.0,15.1,2001-01-01,2001
Reggie Miller,IND,79,36.6,16.5,5.2,11.6,45.3,2.3,5.6,40.6,3.7,4.1,91.1,0.3,2.5,2.8,3.2,1.1,0.1,1.5,15.5,2001-01-01,2001
Andre Miller,CLE,81,37.3,16.5,5.9,12.9,45.4,0.3,1.1,25.3,4.5,5.5,81.7,1.3,3.3,4.7,10.9,1.6,0.4,3.0,22.9,2001-01-01,2001
Alonzo Mourning,MIA,75,32.7,15.7,6.0,11.5,51.6,0.0,0.0,33.3,3.8,5.7,65.7,2.4,6.0,8.4,1.2,0.4,2.5,2.4,18.1,2001-01-01,2001
Wesley Person,CLE,78,35.8,15.1,6.0,12.1,49.5,1.8,4.1,44.4,1.3,1.6,79.8,0.6,3.1,3.8,2.2,1.0,0.5,0.9,15.1,2001-01-01,2001
Kenyon Martin,NJN,73,34.3,14.9,6.1,13.2,46.3,0.2,0.9,22.4,2.5,3.7,67.8,1.5,3.8,5.3,2.6,1.2,1.7,2.4,15.1,2001-01-01,2001
Keith Van Horn,NJN,81,30.4,14.8,5.8,13.4,43.3,1.2,3.6,34.5,1.9,2.4,80.0,1.7,5.8,7.5,2.0,0.8,0.5,1.8,15.7,2001-01-01,2001
Jason Kidd,NJN,82,37.3,14.7,5.4,13.9,39.1,1.4,4.4,32.1,2.5,3.0,81.4,1.6,5.7,7.3,9.9,2.1,0.2,3.5,21.7,2001-01-01,2001
Juwan Howard,DEN,81,32.5,14.6,5.7,12.4,46.0,0.0,0.0,0.0,3.2,4.2,76.1,2.8,4.8,7.6,2.1,0.6,0.6,1.9,15.8,2001-01-01,2001
Jeff McInnis,LAC,81,37.4,14.6,5.7,13.8,41.3,0.9,2.9,32.1,2.3,2.7,83.6,0.6,2.1,2.6,6.2,0.8,0.1,1.8,13.9,2001-01-01,2001
Clifford Robinson,DET,80,35.7,14.6,5.7,13.4,42.5,1.4,3.8,37.8,1.8,2.6,69.4,1.0,3.8,4.8,2.5,1.1,1.2,1.9,13.9,2001-01-01,2001
Antonio Davis,TOR,77,38.7,14.5,5.3,12.5,42.6,0.0,0.0,0.0,3.8,4.6,81.8,3.3,6.3,9.6,2.0,0.7,1.1,2.1,17.8,2001-01-01,2001
Shane Battier,MEM,78,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70.0,2.3,3.1,5.4,2.8,1.6,1.0,2.0,15.0,2001-01-01,2001
Jason Richardson,GSW,80,32.9,14.4,5.8,13.6,42.6,1.0,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3.0,1.3,0.4,2.0,12.6,2001-01-01,2001
Brent Barry,SEA,81,37.5,14.4,5.0,9.8,50.8,2.0,4.8,42.4,2.4,2.9,84.6,0.7,4.7,5.4,5.3,1.8,0.5,2.0,20.1,2001-01-01,2001
Kenny Thomas,HOU,72,34.5,14.1,5.5,11.5,47.8,0.0,0.2,0.0,3.1,4.7,66.4,2.2,5.0,7.2,1.9,1.2,0.9,2.0,15.7,2001-01-01,2001
Elden Campbell,CHH,77,28.0,13.9,5.0,10.3,48.4,0.0,0.0,0.0,4.0,5.0,79.7,1.7,5.2,6.9,1.3,0.8,1.8,1.8,16.6,2001-01-01,2001
Kurt Thomas,NYK,82,33.8,13.9,5.6,11.4,49.4,0.0,0.1,16.7,2.6,3.2,81.5,2.6,6.5,9.1,1.1,0.9,1.0,1.9,17.7,2001-01-01,2001
Mike Bibby,SAC,80,33.2,13.7,5.6,12.3,45.3,0.6,1.7,37.0,1.9,2.4,80.3,0.5,2.3,2.8,5.0,1.1,0.2,1.7,13.9,2001-01-01,2001
Corliss Williamson,DET,78,21.9,13.6,5.3,10.3,51.0,0.0,0.1,20.0,3.1,3.8,80.5,1.5,2.6,4.1,1.2,0.6,0.3,1.8,12.3,2001-01-01,2001
Brad Miller,IND,76,29.8,13.6,4.8,9.6,49.9,0.0,0.1,42.9,3.9,5.0,77.5,3.3,4.9,8.2,2.0,1.0,0.5,1.5,17.8,2001-01-01,2001
Damon Stoudamire,POR,75,37.2,13.5,4.9,12.2,40.2,1.4,3.9,35.3,2.3,2.6,88.8,1.0,2.9,3.9,6.5,0.9,0.1,2.0,15.4,2001-01-01,2001
Raef LaFrentz,DAL,78,31.5,13.5,5.4,11.8,45.8,1.3,3.4,38.8,1.3,1.9,69.5,2.3,5.2,7.4,1.1,0.7,2.7,1.2,17.3,2001-01-01,2001
John Stockton,UTA,82,31.3,13.4,4.9,9.5,51.7,0.3,1.0,32.1,3.4,3.9,85.7,0.7,2.5,3.2,8.2,1.9,0.3,2.5,19.4,2001-01-01,2001
Kerry Kittles,NJN,82,31.7,13.4,5.3,11.5,46.6,1.2,3.0,40.5,1.6,2.1,74.4,0.8,2.5,3.4,2.6,1.6,0.4,1.3,13.4,2001-01-01,2001
Quentin Richardson,LAC,81,26.6,13.3,4.9,11.4,43.2,1.6,4.3,38.1,1.8,2.3,76.5,1.4,2.7,4.1,1.6,1.0,0.3,1.3,11.9,2001-01-01,2001
Chauncey Billups,MIN,82,28.7,12.5,4.2,10.0,42.3,1.5,3.8,39.4,2.5,2.9,88.5,0.4,2.3,2.8,5.5,0.8,0.2,1.7,14.0,2001-01-01,2001
Desmond Mason,SEA,75,32.2,12.4,4.8,10.3,46.4,0.2,0.8,27.1,2.7,3.2,84.8,1.2,3.5,4.7,1.4,0.9,0.4,1.4,12.4,2001-01-01,2001
Darrell Armstrong,ORL,82,33.3,12.4,4.2,10.1,41.9,1.7,4.9,34.9,2.2,2.5,88.8,1.0,2.9,3.9,5.5,1.9,0.1,2.1,15.5,2001-01-01,2001
Marcus Fizer,CHI,76,25.9,12.3,4.9,11.2,43.8,0.1,0.5,17.1,2.5,3.7,66.8,1.7,3.9,5.6,1.6,0.6,0.3,1.7,11.3,2001-01-01,2001
Larry Hughes,GSW,73,28.0,12.3,4.7,11.1,42.3,0.2,1.3,19.4,2.6,3.5,73.7,1.1,2.2,3.4,4.3,1.5,0.3,2.3,12.1,2001-01-01,2001
David Robinson,SAS,78,29.6,12.2,4.4,8.6,50.7,0.0,0.0,0.0,3.4,5.1,68.1,2.4,5.8,8.3,1.2,1.1,1.8,1.3,17.4,2001-01-01,2001
Chucky Atkins,DET,79,28.9,12.1,4.7,10.0,46.6,1.7,4.3,41.1,1.1,1.5,69.2,0.4,1.6,2.0,3.3,0.9,0.1,1.6,11.1,2001-01-01,2001
Doug Christie,SAC,81,34.5,12.0,4.2,9.1,46.0,1.1,3.2,35.2,2.5,3.0,85.1,0.9,3.7,4.6,4.2,2.0,0.3,2.0,15.7,2001-01-01,2001
Anfernee Hardaway,PHX,80,30.8,12.0,4.9,11.6,41.8,0.3,1.0,27.7,2.0,2.4,81.0,1.2,3.2,4.4,4.1,1.5,0.4,2.4,12.7,2001-01-01,2001
Rodney Rogers,BOS,77,24.4,11.9,4.6,9.8,47.1,1.1,3.1,37.4,1.5,1.9,78.5,1.7,2.8,4.5,1.5,0.9,0.4,1.4,12.1,2001-01-01,2001
Alvin Williams,TOR,82,35.7,11.8,4.9,11.8,41.5,0.8,2.4,32.1,1.3,1.7,73.6,0.7,2.7,3.4,5.7,1.6,0.3,1.8,13.7,2001-01-01,2001
Matt Harpring,PHI,81,31.4,11.8,4.8,10.3,46.1,0.3,0.9,30.4,2.0,2.7,74.3,2.5,4.6,7.1,1.3,0.9,0.1,1.6,13.3,2001-01-01,2001
Tim Thomas,MIL,74,26.9,11.7,4.3,10.2,42.0,1.3,3.9,32.6,1.9,2.4,79.3,0.9,3.2,4.1,1.4,0.9,0.4,1.7,10.4,2001-01-01,2001
Troy Hudson,ORL,81,22.9,11.7,4.4,10.1,43.4,0.8,2.3,35.3,2.2,2.5,87.6,0.4,1.4,1.8,3.1,0.7,0.1,2.0,9.4,2001-01-01,2001
Ricky Davis,CLE,82,23.8,11.7,4.6,9.5,48.1,0.1,0.4,31.4,2.4,3.0,79.0,0.8,2.2,3.0,2.2,0.8,0.3,1.8,10.6,2001-01-01,2001
Steven Smith,SAS,77,28.7,11.6,4.0,8.9,45.5,1.5,3.2,47.2,2.1,2.4,87.8,0.6,1.9,2.5,2.0,0.7,0.2,1.4,10.5,2001-01-01,2001
Dikembe Mutombo,PHI,80,36.3,11.5,4.0,8.0,50.1,0.0,0.0,0.0,3.5,4.6,76.4,3.2,7.6,10.8,1.0,0.4,2.4,2.0,19.0,2001-01-01,2001
Voshon Lenard,DEN,71,23.3,11.5,4.4,10.8,41.0,1.3,3.4,37.1,1.3,1.7,78.3,0.5,2.0,2.6,1.8,0.8,0.4,1.3,9.0,2001-01-01,2001
Keon Clark,TOR,81,27.0,11.3,4.7,9.6,49.0,0.0,0.1,0.0,1.9,2.8,67.4,2.2,5.2,7.4,1.1,0.7,1.5,1.7,14.5,2001-01-01,2001
Derek Fisher,LAL,70,28.2,11.2,3.9,9.5,41.1,2.1,5.0,41.3,1.3,1.6,84.7,0.2,1.9,2.1,2.6,0.9,0.1,0.9,10.2,2001-01-01,2001
Danny Fortson,GSW,77,28.8,11.2,4.0,9.4,42.8,0.0,0.1,25.0,3.2,4.0,79.5,3.8,7.9,11.7,1.6,0.6,0.2,2.1,17.1,2001-01-01,2001
Ruben Patterson,POR,75,23.5,11.2,4.3,8.3,51.5,0.1,0.5,25.0,2.6,3.7,70.1,2.1,1.9,4.0,1.4,1.1,0.5,1.5,11.5,2001-01-01,2001
Vlade Divac,SAC,80,30.3,11.1,4.2,9.0,47.2,0.0,0.2,23.1,2.6,4.3,61.5,2.6,5.8,8.4,3.7,1.0,1.2,2.0,17.0,2001-01-01,2001
Michael Olowokandi,LAC,80,32.1,11.1,4.8,11.1,43.3,0.0,0.0,0.0,1.5,2.4,62.2,2.1,6.8,8.9,1.1,0.7,1.8,2.2,14.2,2001-01-01,2001
Bobby Jackson,SAC,81,21.6,11.1,4.1,9.3,44.3,1.0,2.7,36.1,1.8,2.3,81.0,1.0,2.1,3.1,2.0,0.9,0.1,1.1,10.5,2001-01-01,2001
